customer_id,customer_name,segment,industry_subsector,country,acquisition_date,first_paid_invoice_date,acquisition_channel,acquisition_rep,original_arr_gbp
CUS-00300,Birchwood Carriers GmbH,SMB,3PL,DE,2021-12-03,2022-01-11,Inbound,E. Farouk,8400.00
CUS-00301,Inglewood Routes Ltd,Enterprise,3PL,UK,2023-11-26,2024-01-27,Inbound,M. Nakamura,263700.00
CUS-00302,Penwick Logistics SAS,Enterprise,Freight,FR,2021-09-08,2021-11-07,Inbound,O. Petrova,339100.00
CUS-00303,Kestrel Transit Ltd,Mid-market,Last-mile,UK,2021-11-05,2021-12-10,Inbound,C. Doyle,71600.00
CUS-00304,Foxgrove Cargo Ltd,SMB,Last-mile,UK,2021-08-22,2021-09-14,Inbound,G. Hartley,12500.00
CUS-00305,Northwind Carriers Ltd,SMB,3PL,UK,2021-01-08,2021-01-31,Inbound,M. Nakamura,3400.00
CUS-00306,Ridgemont Transit Ltd,Mid-market,Fleet management,UK,2021-11-25,2021-11-28,Partner,M. Nakamura,69700.00
CUS-00307,Kestrel Cargo SAS,Mid-market,Freight,FR,2021-05-08,2021-07-13,Outbound,K. Lindqvist,77100.00
CUS-00308,Linwood Freight Ltd,Mid-market,3PL,UK,2024-06-24,2024-07-27,Outbound,C. Doyle,32600.00
CUS-00309,Inglewood Logistics Ltd,SMB,Warehousing,UK,2025-05-04,2025-06-29,Inbound,C. Doyle,13500.00
CUS-00310,Ridgemont Routes GmbH,SMB,Warehousing,DE,2023-06-17,2023-08-04,Referral,O. Petrova,8700.00
CUS-00311,Westmoor Express Ltd,Mid-market,Freight,UK,2022-11-21,2023-02-15,Outbound,C. Doyle,24600.00
CUS-00312,Junction Cargo Ltd,Mid-market,Fleet management,UK,2021-12-15,2022-02-05,Inbound,M. Nakamura,36200.00
CUS-00313,Holloway Carriers Ltd,Mid-market,3PL,UK,2022-04-01,2022-04-23,Outbound,E. Farouk,28600.00
CUS-00314,Highland Logistics Ltd,Mid-market,Last-mile,UK,2022-05-23,2022-07-30,Inbound,A. Bennett,15500.00
CUS-00315,Tideford Transit SAS,Mid-market,Freight,FR,2025-12-01,2026-01-22,Inbound,G. Hartley,25800.00
CUS-00316,Linwood Routes BV,SMB,Fleet management,NL,2023-02-01,2023-04-03,Outbound,A. Bennett,6400.00
CUS-00317,Ironclad Distribution Ltd,Mid-market,Last-mile,UK,2024-02-23,2024-04-03,Referral,M. Nakamura,18800.00
CUS-00318,Tideford Freight Ltd,Enterprise,Warehousing,UK,2023-09-12,2023-11-07,Outbound,A. Bennett,146100.00
CUS-00319,Yardley Cargo GmbH,SMB,Warehousing,DE,2021-05-30,2021-07-28,Partner,M. Nakamura,7000.00
CUS-00320,Quayside Freight Ltd,Mid-market,Last-mile,UK,2022-12-27,2023-02-18,Referral,A. Bennett,77900.00
CUS-00321,Nettleton Routes Ltd,Enterprise,Freight,UK,2021-09-16,2021-11-24,Inbound,C. Doyle,310800.00
CUS-00322,Wexford Lanes Ltd,Mid-market,Warehousing,UK,2022-10-24,2022-12-19,Inbound,I. Jamison,57500.00
CUS-00323,Sunnymead Routes Ltd,SMB,3PL,UK,2022-09-12,2022-09-21,Outbound,C. Doyle,11600.00
CUS-00324,Riverside Distribution Limited,SMB,Last-mile,IE,2022-08-10,2022-09-18,Outbound,C. Doyle,11000.00
CUS-00325,Ridgemont Carriers Ltd,Mid-market,Last-mile,UK,2021-01-06,2021-01-12,Outbound,O. Petrova,22500.00
CUS-00326,Whitestone Cargo GmbH,Mid-market,Warehousing,DE,2021-12-13,2022-01-19,Referral,K. Lindqvist,62000.00
CUS-00327,Crestline Distribution SAS,SMB,Freight,FR,2025-05-11,2025-08-03,Partner,K. Lindqvist,10900.00
CUS-00328,Thornbury Lanes Ltd,SMB,3PL,UK,2024-08-06,2024-10-05,Outbound,A. Bennett,9600.00
CUS-00329,Hartwood Cargo Ltd,SMB,Freight,UK,2023-12-11,2024-03-03,Inbound,M. Nakamura,5900.00
CUS-00330,Tideford Carriers SAS,Mid-market,Fleet management,FR,2023-11-06,2024-01-09,Partner,O. Petrova,60600.00
CUS-00331,Brightwater Express Limited,Mid-market,Fleet management,IE,2021-11-26,2022-01-15,Referral,C. Doyle,43400.00
CUS-00332,Ellesmere Lanes Limited,Mid-market,Warehousing,IE,2022-03-30,2022-06-23,Partner,O. Petrova,38800.00
CUS-00333,Thornbury Cargo Ltd,Enterprise,Warehousing,UK,2021-02-09,2021-03-27,Inbound,A. Bennett,250000.00
CUS-00334,Highland Routes BV,SMB,Warehousing,NL,2021-03-11,2021-05-17,Outbound,K. Lindqvist,11600.00
CUS-00335,Wickham Routes Ltd,Mid-market,Fleet management,UK,2024-11-09,2025-01-23,Inbound,I. Jamison,70700.00
CUS-00336,Holloway Routes GmbH,Mid-market,Freight,DE,2021-11-16,2021-12-23,Inbound,G. Hartley,52100.00
CUS-00337,Crestline Transit Ltd,Mid-market,Freight,UK,2021-11-07,2021-12-12,Inbound,A. Bennett,64400.00
CUS-00338,Foxgrove Logistics Ltd,Mid-market,Warehousing,UK,2023-02-18,2023-03-30,Outbound,O. Petrova,77300.00
CUS-00339,Nettleton Express Ltd,SMB,3PL,UK,2024-10-14,2024-12-21,Partner,I. Jamison,5200.00
CUS-00340,Caldwell Express BV,Enterprise,Freight,NL,2025-07-06,2025-07-18,Inbound,G. Hartley,186800.00
CUS-00341,Orchard Haulage SAS,SMB,Fleet management,FR,2023-03-03,2023-05-28,Outbound,E. Farouk,4600.00
CUS-00342,Anchor Logistics Ltd,SMB,Last-mile,UK,2021-10-27,2021-12-23,Outbound,A. Bennett,14800.00
CUS-00343,Holloway Logistics Ltd,SMB,Last-mile,UK,2024-12-20,2025-02-07,Outbound,A. Bennett,13300.00
CUS-00344,Wickham Express GmbH,SMB,Last-mile,DE,2025-07-27,2025-08-25,Inbound,E. Farouk,11400.00
CUS-00345,Mossbank Cargo GmbH,Enterprise,3PL,DE,2021-10-29,2021-12-29,Outbound,E. Farouk,124900.00
CUS-00346,Granite Haulage Ltd,SMB,Warehousing,UK,2021-02-28,2021-03-24,Partner,A. Bennett,13000.00
CUS-00347,Maple Transit Ltd,Mid-market,Fleet management,UK,2022-12-09,2023-01-04,Inbound,E. Farouk,79500.00
CUS-00348,Thornbury Transit GmbH,Enterprise,3PL,DE,2021-08-04,2021-09-23,Inbound,C. Doyle,346700.00
CUS-00349,Marston Cargo GmbH,SMB,Fleet management,DE,2022-02-09,2022-04-27,Outbound,G. Hartley,4700.00
CUS-00350,Tideford Logistics SAS,Mid-market,Fleet management,FR,2021-06-23,2021-08-18,Referral,G. Hartley,75500.00
CUS-00351,Cascade Lanes GmbH,SMB,Warehousing,DE,2024-05-17,2024-07-02,Partner,G. Hartley,5100.00
CUS-00352,Marston Lanes Ltd,SMB,Last-mile,UK,2023-06-05,2023-07-13,Partner,C. Doyle,14700.00
CUS-00353,Ellesmere Distribution Ltd,SMB,Warehousing,UK,2023-09-21,2023-10-06,Outbound,M. Nakamura,6200.00
CUS-00354,Ironclad Routes BV,Enterprise,3PL,NL,2021-11-21,2021-12-12,Outbound,E. Farouk,152000.00
CUS-00355,Anchor Lanes Ltd,Mid-market,3PL,UK,2021-07-15,2021-10-07,Inbound,I. Jamison,78700.00
CUS-00356,Nettleton Transit Ltd,Mid-market,3PL,UK,2021-02-10,2021-04-04,Outbound,E. Farouk,38400.00
CUS-00357,Oakridge Haulage Ltd,Mid-market,Warehousing,UK,2021-08-06,2021-08-26,Referral,A. Bennett,56500.00
CUS-00358,Westmoor Logistics Ltd,Enterprise,Fleet management,UK,2023-07-07,2023-09-16,Outbound,K. Lindqvist,378500.00
CUS-00359,Highland Express BV,Mid-market,Fleet management,NL,2022-10-25,2022-11-09,Referral,O. Petrova,64800.00
CUS-00360,Marston Logistics BV,Mid-market,Freight,NL,2025-05-07,2025-07-04,Partner,O. Petrova,78300.00
CUS-00361,Larkfield Carriers Ltd,Mid-market,3PL,UK,2021-04-17,2021-05-17,Inbound,G. Hartley,79900.00
CUS-00362,Highland Haulage Ltd,Mid-market,Fleet management,UK,2025-11-15,2025-12-26,Referral,E. Farouk,26400.00
CUS-00363,Stonefield Routes Ltd,Mid-market,Freight,UK,2021-10-06,2021-12-18,Inbound,I. Jamison,38300.00
CUS-00364,Beacon Distribution Ltd,Enterprise,Fleet management,UK,2021-02-02,2021-03-05,Outbound,A. Bennett,388200.00
CUS-00365,Quayside Routes Ltd,Mid-market,3PL,UK,2022-08-28,2022-10-25,Inbound,C. Doyle,35500.00
CUS-00366,Greycliff Routes BV,Enterprise,Last-mile,NL,2022-10-20,2022-11-22,Inbound,M. Nakamura,309400.00
CUS-00367,Penwick Cargo Ltd,Enterprise,3PL,UK,2021-01-08,2021-01-16,Outbound,C. Doyle,360500.00
CUS-00368,Sterling Lanes Ltd,Mid-market,Warehousing,UK,2021-01-24,2021-04-14,Inbound,I. Jamison,27600.00
CUS-00369,Foxgrove Lanes GmbH,Mid-market,Fleet management,DE,2025-01-18,2025-01-28,Outbound,A. Bennett,29600.00
CUS-00370,Whitestone Freight Ltd,Mid-market,Fleet management,UK,2021-04-12,2021-04-21,Outbound,G. Hartley,26700.00
CUS-00371,Linden Logistics Ltd,Mid-market,Warehousing,UK,2021-08-20,2021-11-13,Inbound,E. Farouk,53100.00
CUS-00372,Wickham Distribution Ltd,SMB,Warehousing,UK,2022-08-23,2022-09-08,Inbound,A. Bennett,5700.00
CUS-00373,Whitestone Transit GmbH,SMB,Last-mile,DE,2021-04-15,2021-06-21,Outbound,O. Petrova,5300.00
CUS-00374,Orchard Cargo Ltd,Mid-market,Fleet management,UK,2024-12-05,2025-01-21,Inbound,M. Nakamura,73300.00
CUS-00375,Whitestone Distribution Ltd,SMB,Fleet management,UK,2021-12-11,2022-01-31,Partner,C. Doyle,13600.00
CUS-00376,Wickham Transit Ltd,Mid-market,Last-mile,UK,2021-11-07,2021-12-01,Partner,M. Nakamura,65800.00
CUS-00377,Penwick Routes Limited,Mid-market,Freight,IE,2024-05-30,2024-06-19,Partner,M. Nakamura,28600.00
CUS-00378,Sunnymead Lanes Ltd,SMB,Last-mile,UK,2022-01-05,2022-03-10,Partner,I. Jamison,7600.00
CUS-00379,Zephyr Freight Ltd,SMB,3PL,UK,2021-04-02,2021-06-03,Outbound,I. Jamison,6200.00
CUS-00380,Anchor Freight Ltd,SMB,Fleet management,UK,2025-12-31,2026-03-29,Partner,E. Farouk,9100.00
CUS-00381,Pinegate Express GmbH,Enterprise,Warehousing,DE,2022-07-17,2022-09-05,Inbound,I. Jamison,81800.00
CUS-00382,Westmoor Carriers Ltd,SMB,3PL,UK,2023-12-06,2024-01-10,Inbound,I. Jamison,9600.00
CUS-00383,Northwind Distribution Ltd,SMB,Fleet management,UK,2022-02-06,2022-04-27,Partner,A. Bennett,10300.00
CUS-00384,Westmoor Routes Ltd,Mid-market,Last-mile,UK,2021-05-10,2021-08-05,Outbound,O. Petrova,32400.00
CUS-00385,Linden Lanes Ltd,SMB,3PL,UK,2023-06-02,2023-08-06,Partner,G. Hartley,13500.00
CUS-00386,Cornerstone Lanes GmbH,Mid-market,Fleet management,DE,2024-12-13,2024-12-27,Partner,E. Farouk,59800.00
CUS-00387,Anchor Distribution Ltd,Mid-market,Freight,UK,2023-01-30,2023-03-09,Referral,A. Bennett,50300.00
CUS-00388,Nettleton Freight Ltd,SMB,Freight,UK,2023-04-18,2023-06-26,Referral,G. Hartley,14400.00
CUS-00389,Redwood Routes Limited,Mid-market,Warehousing,IE,2021-06-23,2021-06-23,Outbound,M. Nakamura,29000.00
CUS-00390,Larkfield Routes Ltd,Enterprise,Fleet management,UK,2023-09-25,2023-10-17,Inbound,A. Bennett,360500.00
CUS-00391,Beacon Logistics Ltd,SMB,Freight,UK,2025-02-27,2025-04-06,Outbound,K. Lindqvist,3000.00
CUS-00392,Birchwood Lanes GmbH,Mid-market,Last-mile,DE,2023-02-18,2023-04-15,Outbound,A. Bennett,24200.00
CUS-00393,Ashford Distribution Ltd,Mid-market,Fleet management,UK,2021-03-07,2021-05-26,Outbound,I. Jamison,38800.00
CUS-00394,Linden Transit Ltd,Mid-market,Last-mile,UK,2021-08-03,2021-09-05,Partner,G. Hartley,35400.00
CUS-00395,Tideford Cargo GmbH,SMB,Last-mile,DE,2022-11-02,2022-12-12,Partner,E. Farouk,7700.00
CUS-00396,Marston Distribution Ltd,Mid-market,Freight,UK,2021-02-28,2021-05-11,Outbound,E. Farouk,58200.00
CUS-00397,Foxgrove Routes Ltd,SMB,Fleet management,UK,2024-02-15,2024-02-27,Inbound,G. Hartley,14600.00
CUS-00398,Linwood Cargo Ltd,Enterprise,3PL,UK,2021-09-14,2021-11-22,Outbound,I. Jamison,163100.00
CUS-00399,Inglewood Cargo Ltd,Mid-market,Freight,UK,2021-10-13,2021-10-18,Inbound,C. Doyle,46600.00
CUS-00400,Riverside Logistics SAS,SMB,Freight,FR,2021-08-29,2021-11-20,Referral,A. Bennett,5800.00
CUS-00401,Tideford Haulage Ltd,Mid-market,Fleet management,UK,2022-05-16,2022-07-06,Inbound,I. Jamison,44400.00
CUS-00402,Northwind Routes Ltd,Enterprise,Fleet management,UK,2021-07-14,2021-07-16,Inbound,K. Lindqvist,348700.00
CUS-00403,Yardley Freight SAS,SMB,Last-mile,FR,2023-03-04,2023-05-23,Inbound,O. Petrova,11700.00
CUS-00404,Pinegate Routes Ltd,Mid-market,Fleet management,UK,2021-03-20,2021-05-21,Outbound,M. Nakamura,43100.00
CUS-00405,Caldwell Cargo GmbH,Enterprise,Last-mile,DE,2021-03-03,2021-04-20,Outbound,G. Hartley,286400.00
CUS-00406,Larkfield Distribution Ltd,Mid-market,Freight,UK,2021-03-03,2021-05-17,Inbound,O. Petrova,22000.00
CUS-00407,Redwood Express SAS,Mid-market,Warehousing,FR,2021-07-01,2021-08-16,Inbound,A. Bennett,41800.00
CUS-00408,Ellesmere Transit Ltd,SMB,3PL,UK,2021-04-01,2021-05-25,Outbound,E. Farouk,9800.00
CUS-00409,Linwood Lanes Ltd,Mid-market,Freight,UK,2022-03-13,2022-05-15,Inbound,M. Nakamura,45400.00
CUS-00410,Crestline Routes GmbH,SMB,Fleet management,DE,2021-09-10,2021-11-13,Partner,O. Petrova,9600.00
CUS-00411,Cornerstone Cargo GmbH,SMB,3PL,DE,2021-02-22,2021-05-13,Outbound,C. Doyle,3600.00
CUS-00412,Holloway Transit Ltd,SMB,Warehousing,UK,2025-10-26,2025-12-31,Outbound,O. Petrova,8700.00
CUS-00413,Brightwater Lanes Ltd,Enterprise,Warehousing,UK,2025-03-11,2025-06-08,Inbound,K. Lindqvist,161600.00
CUS-00414,Hartwood Freight BV,SMB,Last-mile,NL,2021-04-10,2021-04-24,Referral,E. Farouk,13200.00
CUS-00415,Ashford Lanes Ltd,SMB,3PL,UK,2021-10-15,2021-11-15,Outbound,G. Hartley,8200.00
CUS-00416,Saltmarsh Freight Ltd,SMB,Last-mile,UK,2022-01-23,2022-03-31,Partner,A. Bennett,9400.00
CUS-00417,Ridgemont Express Ltd,SMB,Freight,UK,2024-06-13,2024-06-30,Inbound,G. Hartley,14200.00
CUS-00418,Kestrel Lanes BV,Mid-market,3PL,NL,2023-12-04,2024-02-24,Outbound,M. Nakamura,72300.00
CUS-00419,Anchor Express SAS,Mid-market,Freight,FR,2022-06-12,2022-07-24,Inbound,A. Bennett,67800.00
CUS-00420,Northwind Haulage Ltd,Mid-market,Last-mile,UK,2025-08-09,2025-09-12,Outbound,I. Jamison,32000.00
CUS-00421,Stonefield Express Ltd,SMB,3PL,UK,2021-09-05,2021-11-21,Referral,C. Doyle,5400.00
CUS-00422,Beacon Express GmbH,Mid-market,Last-mile,DE,2022-05-25,2022-07-21,Outbound,I. Jamison,40000.00
CUS-00423,Hartwood Carriers Limited,SMB,3PL,IE,2021-03-25,2021-04-26,Inbound,I. Jamison,3200.00
CUS-00424,Kestrel Haulage GmbH,Mid-market,Last-mile,DE,2022-07-26,2022-08-08,Inbound,G. Hartley,35600.00
CUS-00425,Quayside Lanes Ltd,SMB,Warehousing,UK,2022-12-25,2023-01-27,Outbound,M. Nakamura,5800.00
CUS-00426,Yardley Lanes Ltd,Enterprise,Last-mile,UK,2023-04-01,2023-05-31,Inbound,C. Doyle,282600.00
CUS-00427,Pinegate Freight Ltd,Mid-market,Warehousing,UK,2021-04-03,2021-04-06,Inbound,O. Petrova,56500.00
CUS-00428,Sterling Logistics Ltd,Enterprise,Last-mile,UK,2025-01-25,2025-04-22,Partner,A. Bennett,364100.00
CUS-00429,Redwood Haulage SAS,Mid-market,3PL,FR,2022-04-09,2022-06-06,Outbound,A. Bennett,52900.00
CUS-00430,Junction Transit Ltd,Mid-market,3PL,UK,2021-11-11,2021-12-09,Inbound,K. Lindqvist,29300.00
CUS-00431,Cornerstone Haulage Ltd,Mid-market,3PL,UK,2021-07-11,2021-10-01,Referral,E. Farouk,17400.00
CUS-00432,Birchwood Routes GmbH,SMB,Fleet management,DE,2021-06-07,2021-06-12,Inbound,K. Lindqvist,8300.00
CUS-00433,Vesper Lanes Ltd,SMB,Freight,UK,2021-06-17,2021-08-04,Referral,O. Petrova,5700.00
CUS-00434,Junction Freight Ltd,SMB,3PL,UK,2023-04-19,2023-05-28,Inbound,K. Lindqvist,10200.00
CUS-00435,Sunnymead Freight GmbH,Mid-market,Warehousing,DE,2022-04-23,2022-07-14,Referral,A. Bennett,78100.00
CUS-00436,Granite Logistics Limited,SMB,3PL,IE,2022-05-06,2022-07-09,Outbound,G. Hartley,8500.00
CUS-00437,Brookfield Carriers Ltd,Mid-market,Fleet management,UK,2023-01-01,2023-03-10,Partner,I. Jamison,24200.00
CUS-00438,Ridgemont Logistics SAS,SMB,Warehousing,FR,2021-10-02,2021-10-28,Referral,M. Nakamura,15000.00
CUS-00439,Orchard Freight Ltd,Mid-market,Fleet management,UK,2021-08-29,2021-11-16,Inbound,I. Jamison,74700.00
CUS-00440,Redwood Freight Ltd,Mid-market,Warehousing,UK,2021-11-02,2021-11-07,Referral,I. Jamison,48500.00
CUS-00441,Birchwood Transit Ltd,SMB,Last-mile,UK,2021-03-05,2021-03-17,Outbound,C. Doyle,7000.00
CUS-00442,Greycliff Lanes Ltd,Enterprise,Freight,UK,2023-01-13,2023-03-17,Outbound,A. Bennett,334600.00
CUS-00443,Kestrel Logistics Ltd,SMB,Freight,UK,2022-08-20,2022-10-20,Inbound,O. Petrova,13700.00
CUS-00444,Stonefield Freight Ltd,SMB,Fleet management,UK,2021-07-07,2021-07-25,Outbound,O. Petrova,8000.00
CUS-00445,Coppergate Freight GmbH,SMB,Freight,DE,2021-01-03,2021-03-19,Inbound,M. Nakamura,14700.00
CUS-00446,Northwind Lanes Ltd,SMB,Fleet management,UK,2022-12-24,2023-03-13,Outbound,G. Hartley,13400.00
CUS-00447,Oakridge Transit Ltd,Mid-market,Fleet management,UK,2024-04-19,2024-05-31,Outbound,C. Doyle,34800.00
CUS-00448,Nettleton Distribution Limited,Mid-market,Fleet management,IE,2023-03-02,2023-05-14,Partner,E. Farouk,56200.00
CUS-00449,Inglewood Haulage Ltd,Enterprise,Freight,UK,2021-10-05,2022-01-01,Partner,G. Hartley,113800.00
CUS-00450,Oakridge Carriers Ltd,SMB,Fleet management,UK,2023-04-30,2023-05-19,Outbound,K. Lindqvist,4800.00
